m1_rpm,m2_rpm,m3_rpm,m4_rpm,temp_m1,temp_m2,temp_m3,temp_m4,volt_m1,volt_m2,volt_m3,volt_m4,x_camera,y_camera,Altitude,linear_acceleration_x,linear_acceleration_y,linear_acceleration_z,angular_velocity_x,angular_velocity_y,angular_velocity_z,compass,roll,pitch,yaw,x_gps,y_gps,z_gps
,,,,,,,,,,,,,,-0.20214690268039703,-0.15890754759311676,0.5131011009216321,9.760157585144043,-0.00024134156410582364,0.002264347393065691,0.0006338587263599035,,0.04764549061655998,0.017811769619584084,-0.008243889547884464,0.01165868155658245,0.0028177727945148945,-0.2025543749332428
,,,,,,,,,,,,,,-0.2025543749332428,-0.16489306092262268,0.48197647929191706,9.743398666381836,0.0017945350846275687,0.000613333424553275,-0.0007377605070360006,,0.04764549061655998,0.017811769619584084,-0.008243889547884464,0.01165868155658245,0.0028177727945148945,-0.2025543749332428
,,,,,,,,,,,,,,-0.2025543749332428,-0.16489306092262268,0.48197647929191706,9.743398666381836,0.0017945350846275687,0.000613333424553275,-0.0007377605070360006,,0.04764549061655998,0.017811769619584084,-0.008243889547884464,0.01165868155658245,0.0028177727945148945,-0.2025543749332428
,,,,,,,,,,,,,,-0.2025543749332428,-0.1972147822380066,0.44845765829086426,9.75776481628418,-0.0018675574101507664,0.0030291187576949596,0.0012571450788527723,,0.04764549061655998,0.017811769619584084,-0.008243889547884464,0.01165868155658245,0.0028177727945148945,-0.2025543749332428
,,,,,,,,,,,,,,-0.2025543749332428,-0.1972147822380066,0.44845765829086426,9.75776481628418,-0.0018675574101507664,0.0030291187576949596,0.0012571450788527723,,0.04763059690594673,0.017831576988101006,-0.008229047060012817,0.011794773861765862,0.0027949323412030935,-0.20337559282779694
,,,,,,,,,,,,,,-0.2025543749332428,-0.19122926890850067,0.4436692595481884,9.733821868896484,0.0009762638946995139,0.0019278209656476974,0.0005601004231721161,,0.04763059690594673,0.017831576988101006,-0.008229047060012817,0.011794773861765862,0.0027949323412030935,-0.20337559282779694
,,,,,,,,,,,,,,-0.2025543749332428,-0.19122926890850067,0.4436692595481884,9.733821868896484,0.0009762638946995139,0.0019278209656476974,0.0005601004231721161,,0.04763059690594673,0.017831576988101006,-0.008229047060012817,0.011794773861765862,0.0027949323412030935,-0.20337559282779694
,,,,,,,,,,,,,,-0.2025543749332428,-0.1469365507364273,0.45923155546188477,9.786495208740234,-0.0001719256688375026,-0.0007055480964481831,5.3343072067946284e-05,,0.047628097236156464,0.01786970905959606,-0.00821787491440773,0.011937676928937435,0.0028177411295473576,-0.20441214740276337
,,,,,,,,,,,,,,-0.2025543749332428,-0.1469365507364273,0.45923155546188477,9.786495208740234,-0.0001719256688375026,-0.0007055480964481831,5.3343072067946284e-05,,0.047628097236156464,0.01786970905959606,-0.00821787491440773,0.011937676928937435,0.0028177411295473576,-0.20441214740276337
,,,,,,,,,,,,,,-0.2025543749332428,-0.1469365507364273,0.44007796049118164,9.75656795501709,-0.0012175393057987094,-0.0018852259963750837,0.0011722937924787404,,0.047628097236156464,0.01786970905959606,-0.00821787491440773,0.011937676928937435,0.0028177411295473576,-0.20441214740276337
,,,,,,,,,,,,,,-0.20605073869228363,-0.1469365507364273,0.44007796049118164,9.75656795501709,-0.0012175393057987094,-0.0018852259963750837,0.0011722937924787404,,0.04763394594192505,0.01790369488298893,-0.008223255164921284,0.012102892622351646,0.002881329506635666,-0.20570482313632965
,,,,,,,,,,,,,,-0.20605073869228363,-0.1493307501077652,0.4580344557762158,9.773326873779297,-0.0005777424667030573,0.0011599985882639883,-0.0013296536635607483,,0.04763394594192505,0.01790369488298893,-0.008223255164921284,0.012102892622351646,0.002881329506635666,-0.20570482313632965
,,,,,,,,,,,,,,-0.20605073869228363,-0.1493307501077652,0.4580344557762158,9.773326873779297,-0.0005777424667030573,0.0011599985882639883,-0.0013296536635607483,,0.04763394594192505,0.01790369488298893,-0.008223255164921284,0.012102892622351646,0.002881329506635666,-0.20570482313632965
,,,,,,,,,,,,,,-0.20605073869228363,-0.19841188192367554,0.4652170538902295,9.802057266235352,-0.0008926669834181666,0.0018653767183423042,0.0008362680091522632,,0.04763394594192505,0.01790369488298893,-0.008223255164921284,0.012102892622351646,0.002881329506635666,-0.20570482313632965
,,,,,,,,,,,,,,-0.20605073869228363,-0.19841188192367554,0.4652170538902295,9.802057266235352,-0.0008926669834181666,0.0018653767183423042,0.0008362680091522632,,0.047622937709093094,0.01787484437227249,-0.008239553309977055,0.012346076779067516,0.003021985525265336,-0.20760583877563477
